MbatchId,PMId,ProductId,ClientId,Target,Status,BatchDate
244,1,9711127,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2,9711107,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,3,9626125,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,4,9398018,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,5,9362456,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,6,9362455,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,7,9062092,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,8,9046553,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,9,8863064,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,10,8853072,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,11,8820104,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,12,6726473,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,13,6726471,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,14,6724693,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,15,6382083,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,16,6382080,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,17,6382077,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,18,6382075,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,19,6382066,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,20,6382059,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,21,6382057,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,22,6018254,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,23,5988535,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,24,5921216,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,25,5765753,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,26,5765751,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,27,5765742,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,28,5685153,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,29,5584986,2379533,Intake - Proper,Failed,2021-03-05 19:53:48.537
244,30,5409177,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,31,5290403,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,32,5179131,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,33,5178993,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,34,5160504,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,35,5105065,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,36,5095132,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,37,5095102,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,38,5094131,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,39,4899547,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,40,4686730,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,41,4562300,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,42,4484980,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,43,4346333,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,44,4345926,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,45,4286537,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,46,4164813,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,47,3954125,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,48,3954056,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,49,3922238,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,50,3922230,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,51,3917736,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,52,3687013,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,53,3575863,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,54,2675704,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,55,2665292,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,56,2665169,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,57,2665168,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,58,2665165,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,59,2651382,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,60,2651132,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,61,2643906,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,62,2641425,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,63,2636727,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,64,2604420,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,65,2604408,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,66,2604400,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,67,2604391,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,68,2601694,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,69,2600308,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,70,2599641,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,71,2589478,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,72,2589469,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,73,2589458,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,74,2589454,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,75,2588748,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,76,2588736,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,77,2585753,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,78,2585696,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,79,2585666,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,80,2585664,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,81,2585555,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,82,2585554,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,83,2564455,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,84,2564454,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,85,2564451,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,86,2564448,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,87,2564443,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,88,2564436,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,89,2564422,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,90,2564412,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,91,2564247,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,92,2564214,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,93,2564212,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,94,2564200,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,95,2564196,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,96,2564192,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,97,2564186,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,98,2564185,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,99,2564183,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,100,2560125,2379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,983,9976016,4380673,Intake - Proper,Success,2021-03-05 19:53:48.537
244,997,9962244,2378298,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1001,9960176,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1016,9941301,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1017,9941300,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1018,9941199,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1032,9932037,2379475,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1033,9932035,2379475,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1034,9932033,2379475,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1035,9932030,2379475,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1036,9932008,2379475,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1037,9927761,2379475,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1038,9927747,2379475,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1041,9927445,2378366,Intake - Proper,Failed,2021-03-05 19:53:48.537
244,1066,9885872,6131159,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1068,9883050,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1069,9883039,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1070,9883038,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1071,9883032,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1072,9883031,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1073,9883030,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1074,9883029,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1075,9883028,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1076,9883026,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1077,9882467,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1078,9882464,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1079,9882459,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1080,9882456,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1081,9882452,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1082,9882182,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1138,9857707,4380673,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1139,9857702,4380673,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1140,9857699,4380673,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1141,9852106,2378402,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1142,9850603,9379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1148,9824023,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1171,9793082,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1172,9793081,9375956,Intake - Proper,Failed,2021-03-05 19:53:48.537
244,1173,9793079,9375956,Intake - Proper,Failed,2021-03-05 19:53:48.537
244,1174,9793078,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1175,9792966,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1176,9792964,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1177,9792961,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1178,9792960,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1179,9792958,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1180,9792798,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1181,9792797,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1182,9792794,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1183,9788512,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1197,9779464,4734329,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1204,9777408,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1212,9751768,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1226,9739276,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1227,9739275,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1228,9739274,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1229,9739272,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1230,9739271,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1280,9702324,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1281,9702323,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1282,9702322,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1283,9702321,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1284,9702320,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1285,9702309,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1286,9702307,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1287,9702305,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1300,9671386,9648367,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1301,9671385,9648367,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1302,9671383,9648367,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1313,9663527,4734329,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1314,9663526,4734329,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1315,9663525,4734329,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1318,9654021,9379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1319,9654020,9379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1341,9626124,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1342,9626123,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1343,9626122,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1344,9626121,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1378,9567604,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1379,9567603,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1417,9529461,4380673,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1418,9528813,4380673,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1419,9528810,4380673,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1420,9527905,4380673,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1421,9525742,4380673,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1434,9514334,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1472,9487259,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1473,9481066,4321133,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1475,9458269,9063069,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1476,9458267,9063069,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1502,9433786,9063069,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1503,9433784,9063069,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1504,9433783,9063069,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1505,9433782,9063069,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1506,9433780,9063069,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1507,9433779,9063069,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1508,9433776,9063069,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1509,9425845,2378402,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1551,9381488,9379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1552,9381486,9379533,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1553,9379215,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1555,9379197,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1556,9379196,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1557,9379191,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1558,9377918,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1559,9377917,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1560,9377908,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1561,9377907,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1562,9377906,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1563,9377902,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1564,9377901,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1565,9377900,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1566,9377886,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1567,9377696,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1568,9377694,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1569,9377692,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1570,9377689,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1571,9377681,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1572,9377680,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1573,9377315,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1574,9377308,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1575,9377032,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1576,9377028,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1577,9377022,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1578,9377014,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1579,9377011,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1580,9376840,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1581,9376837,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1582,9376833,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1583,9376652,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1584,9376642,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1585,9376636,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1586,9376634,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1587,9376632,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1588,9376310,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1589,9376294,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1590,9376288,9375956,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1639,9352114,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1640,9352113,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1641,9352112,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1642,9352111,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1657,9342539,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1658,9342538,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1766,9260731,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1771,9253221,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1778,9244181,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1779,9243964,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1780,9243400,4710928,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1781,9243386,4710928,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1782,9243383,4710928,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1783,9243378,4710928,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1787,9237903,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1788,9237086,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1789,9237085,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1790,9237084,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1791,9237083,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1792,9237081,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1793,9237080,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1794,9237019,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1795,9237018,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1861,9159086,2379336,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1865,9154313,2378302,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1868,9153609,2378302,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1869,9153596,2379682,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1907,9116459,4380673,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1985,8892468,2379525,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1986,8889487,2379525,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1991,8843466,2379525,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1994,8840791,2379525,Intake - Proper,Success,2021-03-05 19:53:48.537
244,1995,8833870,2379525,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2011,8830122,2379525,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2070,8655492,2379525,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2081,8625871,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2082,8624460,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2094,8571774,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2095,8571773,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2096,8571771,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2097,8571769,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2098,8571767,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2121,8461101,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2122,8461099,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2123,8461097,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2135,8318471,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2136,8315204,2378298,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2137,8290673,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2165,8168502,6009246,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2199,7996277,2378884,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2236,7827504,2377407,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2237,7826723,2377407,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2265,7676481,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2266,7676480,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2272,7616706,2377276,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2296,7550867,2378402,Intake - Proper,Failed,2021-03-05 19:53:48.537
244,2314,7495666,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2390,7225069,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2391,7225062,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2425,7164075,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2426,7164074,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2461,7061998,6737466,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2466,7016514,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2470,6935865,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2510,6701904,2378408,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2535,6499461,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2536,6499459,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2537,6499458,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2538,6499456,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2539,6499454,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2540,6499451,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2541,6499450,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2542,6499448,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2543,6499447,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2544,6499446,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2545,6499445,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2546,6499443,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2547,6499442,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2548,6499441,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2549,6499305,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2550,6499303,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2551,6499302,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2552,6499300,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2553,6499298,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2554,6499297,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
244,2555,6499296,5032683,Intake - Proper,Success,2021-03-05 19:53:48.537
